采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
42,8.42,40.0,0.32,0.34,0.32,10.9,11.4,10.6,0.0,0.2,0.03,0.08,0.7,204.6,4.3,258.0,1.0,3.0,163.0,696.0,198.0,3.0,210.0,8.59,325.3,222.0,33.0,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.7,15.9,18.1,15.8,17.5,49.7,50.5,14.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,16.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
43,8.38,112.0,0.32,0.34,0.32,10.8,11.5,10.9,0.0,0.2,0.05,0.08,0.7,205.1,4.5,258.0,1.0,3.0,157.0,696.0,190.0,3.0,204.0,8.56,321.2,218.0,32.9,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.7,15.9,18.1,15.8,17.5,49.7,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,16.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
44,8.4,184.0,0.32,0.34,0.32,10.8,10.9,11.1,0.0,-0.1,-0.04,0.05,0.7,204.9,4.6,258.0,1.0,3.0,158.0,696.0,191.0,2.0,200.0,8.6,318.8,219.0,33.0,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.7,15.9,18.1,15.8,17.5,49.7,50.5,17.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,16.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
45,8.41,256.0,0.32,0.34,0.32,10.8,10.8,10.9,0.0,-2.6,0.1,0.1,0.7,204.8,5.3,258.0,1.0,3.0,156.0,696.0,189.0,2.0,198.0,8.59,318.3,218.0,32.9,27.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.7,15.9,18.1,15.8,17.5,49.7,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,16.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
46,8.61,328.0,0.32,0.34,0.32,11.1,10.9,10.9,0.0,-6.2,0.03,0.08,0.7,204.9,4.6,259.0,1.0,3.0,159.0,696.0,193.0,1.0,199.0,8.58,317.2,219.0,33.0,27.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.6,15.9,18.1,15.8,17.5,49.7,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,16.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
47,8.51,40.0,0.32,0.34,0.32,11.4,10.9,10.7,0.0,-5.8,-0.03,0.04,0.7,205.2,4.4,259.0,1.0,3.0,166.0,696.0,202.0,-1.0,208.0,8.59,319.2,225.0,33.0,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.6,15.9,18.1,15.8,17.5,49.7,50.5,17.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
48,8.52,112.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,-13.9,0.13,0.11,0.7,204.7,4.4,260.0,1.0,3.0,168.0,696.0,203.0,-3.0,214.0,8.63,325.6,225.0,33.1,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.6,15.9,18.1,15.8,17.5,49.7,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
49,8.46,184.0,0.32,0.34,0.32,11.1,11.4,10.6,0.0,-13.3,-0.06,0.07,0.7,205.0,3.9,260.0,1.0,3.0,162.0,697.0,196.0,-3.0,212.0,8.63,326.6,225.0,33.0,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.7,15.9,18.1,15.8,17.5,49.7,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
50,8.43,264.0,0.32,0.34,0.32,10.8,11.5,10.9,0.0,-9.5,0.05,0.07,0.7,204.7,4.2,260.0,1.0,3.0,164.0,696.0,199.0,0.0,205.0,8.62,325.3,221.0,33.0,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.6,15.9,18.1,15.8,17.5,49.7,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,3.9,0.0,0.0,0.0,1.0,0.0
51,8.49,336.0,0.32,0.34,0.32,10.8,10.9,11.2,0.0,-8.6,0.09,0.12,0.7,204.9,4.4,260.0,1.0,3.0,166.0,697.0,202.0,-2.0,208.0,8.65,322.6,222.0,33.1,27.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.7,16.4,16.6,15.9,18.1,15.8,17.5,49.7,50.5,17.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
52,8.48,48.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,-6.3,-0.05,0.05,0.7,204.9,4.0,260.0,1.0,3.0,163.0,697.0,198.0,-1.0,214.0,8.71,322.8,222.0,33.1,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.9,17.5,49.7,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
53,8.67,120.0,0.32,0.34,0.32,11.0,10.9,10.8,0.0,-6.6,0.09,0.08,0.7,204.9,4.6,260.0,1.0,3.0,162.0,697.0,197.0,-3.0,207.0,8.7,322.5,223.0,33.1,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.9,17.5,49.7,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
54,8.61,184.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,-4.1,0.03,0.11,0.7,204.9,4.3,259.0,1.0,3.0,166.0,696.0,201.0,-2.0,209.0,8.66,326.3,230.0,33.1,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.9,17.5,49.7,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
55,8.61,256.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,-5.7,0.01,0.05,0.7,204.7,4.5,260.0,1.0,3.0,172.0,697.0,208.0,-3.0,216.0,8.69,332.0,230.0,33.0,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.9,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
56,8.51,328.0,0.32,0.34,0.32,11.2,11.3,10.6,0.0,-3.4,0.03,0.08,0.7,204.6,4.6,259.0,1.0,3.0,170.0,696.0,206.0,-2.0,221.0,8.72,333.1,228.0,33.3,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
57,8.54,40.0,0.32,0.34,0.32,10.9,11.6,10.8,0.0,-8.1,0.05,0.11,0.7,204.9,4.7,260.0,1.0,3.0,162.0,696.0,197.0,-2.0,213.0,8.71,330.8,225.0,33.1,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.9,17.6,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
58,8.52,112.0,0.32,0.34,0.32,10.9,11.1,11.1,0.0,-5.2,0.03,0.05,0.7,205.1,4.6,260.0,1.0,3.0,163.0,696.0,198.0,-1.0,206.0,8.71,327.9,225.0,33.2,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.8,17.6,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
59,8.5,184.0,0.32,0.34,0.32,10.8,10.8,11.0,0.0,-3.3,0.03,0.07,0.7,204.7,3.6,259.0,1.0,3.0,165.0,697.0,200.0,-1.0,207.0,8.7,327.8,225.0,33.0,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.9,18.1,15.8,17.6,49.6,50.5,14.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
60,8.7,256.0,0.32,0.34,0.32,11.0,10.9,10.8,0.0,-4.7,0.05,0.1,0.7,204.6,4.8,260.0,1.0,3.0,169.0,696.0,205.0,-2.0,213.0,8.7,327.3,224.0,33.0,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.6,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
61,8.67,328.0,0.32,0.34,0.32,11.4,11.0,10.7,0.01,-4.4,0.01,0.05,0.7,205.0,4.5,260.0,1.0,3.0,172.0,696.0,208.0,-2.0,222.0,8.76,328.8,231.0,33.2,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.6,49.6,50.5,17.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
62,8.61,40.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,-2.2,0.05,0.08,0.7,204.7,4.6,259.0,1.0,3.0,168.0,696.0,204.0,-2.0,217.0,8.73,334.7,231.0,33.3,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
63,8.59,112.0,0.32,0.34,0.32,11.3,11.2,10.6,0.0,-1.2,0.03,0.1,0.7,204.7,4.8,259.0,1.0,3.0,168.0,696.0,203.0,-1.0,213.0,8.69,335.4,231.0,33.0,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
64,8.54,184.0,0.32,0.34,0.32,10.9,11.6,10.8,0.0,-3.0,0.0,0.05,0.7,205.1,4.5,259.0,1.0,3.0,169.0,696.0,205.0,3.0,212.0,8.7,334.4,226.0,33.1,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
65,8.46,256.0,0.32,0.34,0.32,10.9,11.1,11.1,0.0,-4.9,0.05,0.1,0.7,205.2,4.8,259.0,1.0,3.0,169.0,696.0,205.0,2.0,214.0,8.71,329.4,226.0,33.2,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
66,8.55,328.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,-4.7,0.05,0.08,0.7,204.7,4.1,259.0,1.0,3.0,164.0,696.0,199.0,-3.0,214.0,8.7,328.4,225.0,33.2,27.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
67,8.53,40.0,0.32,0.34,0.32,10.9,10.9,10.8,0.0,-5.2,-0.01,0.02,0.7,205.0,4.8,259.0,1.0,3.0,163.0,696.0,198.0,-4.0,207.0,8.72,327.7,225.0,33.3,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
68,8.6,112.0,0.32,0.34,0.32,11.4,10.9,10.7,0.0,-5.0,0.05,0.11,0.7,205.1,4.4,259.0,1.0,3.0,166.0,697.0,202.0,-4.0,208.0,8.65,327.3,228.0,33.4,27.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
69,8.58,184.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,-4.2,0.03,0.07,0.7,205.0,4.6,259.0,1.0,3.0,171.0,697.0,207.0,0.0,215.0,8.66,331.0,229.0,33.1,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
70,8.52,256.0,0.32,0.34,0.32,11.3,11.1,10.6,0.0,-3.0,-0.02,0.05,0.7,204.8,4.6,259.0,1.0,3.0,172.0,697.0,208.0,1.0,216.0,8.69,332.7,229.0,33.3,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.8,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
71,8.52,328.0,0.32,0.34,0.32,10.9,11.6,10.8,0.0,-3.3,0.1,0.11,0.7,205.0,3.8,259.0,1.0,3.0,163.0,697.0,198.0,1.0,212.0,8.66,330.2,223.0,33.2,27.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.5,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,3.9,0.0,0.0,0.0,1.0,0.0
72,8.44,40.0,0.32,0.34,0.32,10.8,11.2,11.0,0.0,-3.4,0.01,0.07,0.7,204.9,4.7,259.0,1.0,3.0,160.0,696.0,195.0,0.0,205.0,8.69,326.1,224.0,33.2,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
73,8.48,112.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,-2.6,0.03,0.05,0.7,204.9,4.2,259.0,1.0,3.0,161.0,696.0,195.0,1.0,202.0,8.62,325.5,222.0,33.2,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,32.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
74,8.42,184.0,0.32,0.34,0.32,10.9,10.9,10.8,0.0,-2.7,0.08,0.11,0.7,205.0,4.6,259.0,1.0,3.0,165.0,696.0,200.0,-2.0,205.0,8.63,324.2,222.0,33.4,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.5,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
75,8.62,248.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,-2.2,-0.04,0.05,0.7,204.7,4.7,259.0,1.0,3.0,165.0,696.0,200.0,1.0,209.0,8.62,322.9,224.0,33.2,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
76,8.57,320.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,-0.7,0.08,0.07,0.7,204.8,4.0,259.0,1.0,3.0,168.0,696.0,204.0,0.0,220.0,8.65,328.5,230.0,33.2,27.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
77,8.46,32.0,0.32,0.34,0.32,11.3,11.0,10.6,0.0,0.1,0.02,0.12,0.7,204.9,4.5,258.0,1.0,3.0,164.0,696.0,199.0,2.0,209.0,8.62,331.0,227.0,33.1,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
78,8.46,104.0,0.32,0.34,0.32,10.9,11.6,10.7,0.0,2.0,0.02,0.05,0.7,204.9,4.2,258.0,1.0,3.0,161.0,696.0,195.0,2.0,204.0,8.6,328.7,222.0,33.2,27.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
79,8.42,176.0,0.32,0.34,0.32,10.8,11.3,10.9,0.0,4.6,0.08,0.08,0.7,204.9,4.4,257.0,1.0,3.0,160.0,696.0,194.0,1.0,197.0,8.56,323.1,219.0,33.2,27.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
80,8.39,248.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,3.0,-0.02,0.09,0.7,204.9,4.1,257.0,1.0,3.0,162.0,696.0,196.0,-2.0,201.0,8.57,320.7,219.0,33.3,27.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
81,8.42,320.0,0.32,0.34,0.32,10.8,10.9,10.8,0.0,-1.2,0.06,0.05,0.7,204.9,3.9,258.0,1.0,3.0,161.0,696.0,195.0,-4.0,205.0,8.58,319.0,218.0,33.2,27.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
82,8.54,32.0,0.32,0.34,0.32,11.3,10.9,10.8,0.0,-2.3,0.0,0.07,0.7,204.7,4.3,258.0,1.0,3.0,162.0,696.0,196.0,-2.0,207.0,8.59,318.4,220.0,33.1,27.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
83,8.52,104.0,0.32,0.34,0.32,11.6,10.8,10.6,0.0,-0.2,0.03,0.09,0.7,204.9,3.6,258.0,1.0,3.0,160.0,696.0,194.0,-2.0,207.0,8.56,322.1,226.0,33.1,27.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
84,8.43,176.0,0.32,0.34,0.32,11.3,10.9,10.6,0.0,1.3,0.08,0.05,0.7,205.0,4.0,257.0,1.0,3.0,159.0,696.0,193.0,0.0,202.0,8.58,326.1,224.0,33.0,27.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,15.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
85,8.43,256.0,0.32,0.34,0.32,10.9,11.6,10.6,0.0,1.1,-0.04,0.07,0.7,205.2,4.0,257.0,1.0,3.0,161.0,696.0,195.0,-4.0,206.0,8.52,323.7,220.0,33.1,27.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.9,18.1,15.7,17.4,49.6,50.5,16.0,24.0,12.6,18.9,30.0,31.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
